Respondent ID,Branch,Function,Consent for care call engagement,Please select your gender,Kindly select age group,"Are you aware of the current EWP, including health and wellness initiatives offered by the organization?",Did you participate in the wellness caravan during the wellness month?,"If No to Question 10, please state your reason for not participating","Reflecting on your experiences in 2025, which personal factors have affected your well-being? (Select all that apply.)",Personal Factors Affecting Wellbeing - Career/Education,Personal Factors Affecting Wellbeing - Work Stressors,Personal Factors Affecting Wellbeing - Work-Life Imbalance,Personal Factors Affecting Wellbeing - Gen-Z Protests,Personal Factors Affecting Wellbeing - Marital Issues,Personal Factors Affecting Wellbeing - Financial Challenges,Personal Factors Affecting Wellbeing - Relationship Difficulties,Personal Factors Affecting Wellbeing - Parenting Challenges,Personal Factors Affecting Wellbeing - Anxiety/Depression,Personal Factors Affecting Wellbeing - Traumatic Experiences,Personal Factors Affecting Wellbeing - Loss & Grief,Personal Factors Affecting Wellbeing - Alcohol/Dependency,Personal Factors Affecting Wellbeing - Chronic Diseases,Personal Factors Affecting Wellbeing - Other,"During the year 2025, have you accessed the Employee Assistance Program counselling services?","If No to Question 13, please state your reason for not participating","Based on the current economic developments, what financial empowerment programs would you like to be implemented in the EWP program?",Financial Empowerment - Debt Management,Financial Empowerment - Retirement Planning,Financial Empowerment - Investment,Financial Empowerment - Financial Planning,Financial Empowerment - Other,Which areas of mental health and wellbeing would you propose to be included in the wellness program to address your needs?,Mental Health/Wellbeing Focus - Lifestyle Diseases,Mental Health/Wellbeing Focus - Addiction/Stigma,Mental Health/Wellbeing Focus - Men/Women Forum,Mental Health/Wellbeing Focus - Relationships/Marriages,Mental Health/Wellbeing Focus - Parenting/Childcare,Mental Health/Wellbeing Focus - Awareness Sessions,Mental Health/Wellbeing Focus - Financial Literacy,Mental Health/Wellbeing Focus - Workplace Relationships,Mental Health/Wellbeing Focus - Teens Program,Mental Health/Wellbeing Focus - Other,What would you recommend to the organization to cultivate a healthy work environment that promotes maximum productivity? Please prioritize your suggestions:,"Embrace teamwork among colleagues through employee engagement forums/ sporting activities, team building","Initiate family visit days to the office- e.g., during customer service week…",Improve social support structures among employees/team members,State any other program…,I am interested in the Mental Health Peer Counselling Training Program,I am interested in being trained as a wellness champion,Did you participate in the 2024 survey?,"If you participated in the 2024 survey , what changes have you observed",Any suggestions to include in our next survey?
118981703942,Bishops Gate,Customer Service,Yes,Male,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,,,,,,Financial planning,,,Health and well-being including lifestyle diseases,Dealing with addiction and related stigma,Men Cave/Women Forum,,,,,"Building healthy relationships at work (colleagues, team leaders, managers)",,,,,,,,Yes,Yes,No,,NO
118981712804,Bishops Gate,Audit,Yes,Male,25-34,Yes,No,Not around,,Not Selected,Work- and work-related stressors,Work-life imbalance,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,WILLING TO,Personal financial management,,Retirement planning,,,,,,,,Building healthy relationships/marriages,,,,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Urgent,Urgent,Urgent,,No,No,No,NO,NO
118981723371,Westend,Human Resource (HR)   ,Yes,Male,25-34,Yes,No,Already did the checkups in a hospital,,Not Selected,Work- and work-related stressors,Work-life imbalance,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Loss and Grief,Not Selected,Not Selected,Not Selected,No,,,,,,Financial planning,,,,,,,,,Money matters/Financial coaching and literacy sessions,,,,Urgent,Urgent,Important,Important,,No,No,Yes,,No suggestions
118981739890,Nkrumah Road Branch,Operations,Yes,Female,35-44,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,,,,,,,none,,,,Men Cave/Women Forum,,,,Money matters/Financial coaching and literacy sessions,,,,Urgent,Urgent,Important,Important,,No,No,Yes,,
118981956234,Hurlingham Branch,Customer Service,Yes,Male,35-44,Yes,No,,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,Retirement planning,,,,,,,Men Cave/Women Forum,,,,,,,,Urgent,,,,,No,No,Yes,,No suggestions
118981979527,Kisii Branch,Relationship Manager,Yes,Male,35-44,Yes,No,He was on leave,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,Debt management,Retirement planning,Investment,Financial planning,,,Health and well-being including lifestyle diseases,,,,,,Money matters/Financial coaching and literacy sessions,,,,Urgent,,,,,No,No,Yes,,
118981986248,Kakamega Branch,SME,Yes,Male,35-44,Yes,No,He had a scheduled duty meeting                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,,Not Selected,Not Selected,Work-life imbalance,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,Retirement planning,Investment,,,,Health and well-being including lifestyle diseases,,,,Parenting and childcare,,,,,,Important,Urgent,Important,Important,,Yes,Yes,Yes,,none
118982301805,Queensway House,Universal Banker,Yes,Female,35-44,Yes,No,She was on leave,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,Investment,,,,Health and well-being including lifestyle diseases,,Men Cave/Women Forum,,,,,,,,Important,,,,,No,No,Yes,,None at the moment
118982302935,Eldoret Branch,Universal Banker,Yes,Male,25-34,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Traumatic experiences,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,,Retirement planning,,,,Anxiety/depression,,,Men Cave/Women Forum,,,Increased awareness sessions on mental health issues,,,,,,,Important,,,No,Yes,,,There is a need to be comprehensive  Sports events to be taken to other counties too 
118982305194,Thika Branch,Sales,Yes,Female,35-44,Yes,No,"newly employed, she is still adjusting into the system",,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,Debt management,Retirement planning,Investment,Financial planning,,,,,Men Cave/Women Forum,Building healthy relationships/marriages,Parenting and childcare,,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Urgent,,,,Yes,Yes,No,,No suggestions
118982345134,Bomet Branch,Operations,Yes,Male,35-44,Yes,No,Not around ,,"Personal challenges (career growth, education)",Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,Not gotten the time but willing to try,Personal financial management,,,,,,,Health and well-being including lifestyle diseases,,,,,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Important,Important,Urgent,,,Yes,Yes,No,Na,Financial 
118982352862,Bishops Gate,Treasury,Yes,Male,35-44,Yes,Yes,,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,Investment,,,,,,Men Cave/Women Forum,,,Increased awareness sessions on mental health issues,,,,,Urgent,Important,Important,Important,,No,No,No,,
118982357126,Contact Centre,Contact Centre,Yes,Female,25-34,Yes,No,Wasn't employes in the company then,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,,,Investment,,,,,,,Building healthy relationships/marriages,,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,,,,,,,,,Yes,Yes,No,,Having the survey accessible to new members
118982360175,Bishops Gate,Customer Service,Yes,Female,25-34,Yes,No,Wasnt employed by then,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,Investment,,,,,,,,,,,,,,,,,,,Yes,Yes,No,,
118982359729,Muthaiga Branch,Operations,Yes,Female,35-44,Yes,Yes,,,"Personal challenges (career growth, education)",Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,Willing to,Personal financial management,Debt management,Retirement planning,Investment,Financial planning,,,Health and well-being including lifestyle diseases,,Men Cave/Women Forum,,,,Money matters/Financial coaching and literacy sessions,,,,,,,,,No,No,No,,No
118982377743,Bishops Gate,Business Banking,Yes,Male,45-54,Yes,Yes,,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,Retirement planning,Investment,,,,Health and well-being including lifestyle diseases,Dealing with addiction and related stigma,Men Cave/Women Forum,Building healthy relationships/marriages,Parenting and childcare,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Important,Important,Important,Important,,No,No,Yes,Positive impact ,No
118982404042,Bishops Gate,Quality assurance,Yes,Female,25-34,Yes,No,Wasnt employed at that time,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,Retirement planning,,,,,Health and well-being including lifestyle diseases,Dealing with addiction and related stigma,,,,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,,,,,,,,,Yes,Yes,No,,none
118982423332,Bishops Gate,Credit,Yes,Female,25-34,No,No,,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,,,Investment,Financial planning,,Anxiety/depression,,,,,,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,,,,,,,Urgent,,Yes,Yes,No,,
118982429760,Bishops Gate,I.T,Yes,Male,25-34,No,No,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,Was not employed in the company by then,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,,
118982433649,Bishops Gate,Customer Service,Yes,Female,25-34,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,,,,Financial planning,,,,,,,,Increased awareness sessions on mental health issues,,,,,,,,,,Yes,Yes,No,,none
118982436391,Absa Headquarters (KE),Operations,Yes,Male,25-34,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,,Retirement planning,Investment,Financial planning,,,Health and well-being including lifestyle diseases,,,Building healthy relationships/marriages,Parenting and childcare,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,,,,Urgent,,,Urgent,,Yes,Yes,Yes,none,
118982461944,Hurlingham Branch,Retail,Yes,Male,45-54,Yes,No,Not around ,,"Personal challenges (career growth, education)",Work- and work-related stressors,Work-life imbalance,Gen-Z protests,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,Not in need,,,Retirement planning,,,,,Health and well-being including lifestyle diseases,,,,,Increased awareness sessions on mental health issues,,,,,Urgent,Important,Important,Important,,No,No,Yes,Major support ,
118982470971,Bishops Gate,Retail,Yes,Female,45-54,Yes,No,Was engaged ,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,Does not want to ,,,Retirement planning,Investment,,,,Health and well-being including lifestyle diseases,,,,,,Money matters/Financial coaching and literacy sessions,,,,Important,Important,Important,Important,,No,Yes,No,,No
118982487597,Yaya Centre Prestige,Operations,Yes,Female,35-44,Yes,No,On leave ,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,Going to try,Personal financial management,Debt management,Retirement planning,Investment,Financial planning,,Anxiety/depression,Health and well-being including lifestyle diseases,Dealing with addiction and related stigma,Men Cave/Women Forum,Building healthy relationships/marriages,Parenting and childcare,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",Develop a Teens program on contemporary topics,,Urgent,Urgent,Urgent,Urgent,,No,No,Yes,Support for mental health   Leadership growth and support ,
118982426578,Bishops Gate,Contact Centre,Yes,Male,25-34,Yes,No,Joined the company this year,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
